sample_ID,vessel,doy,method,method_detail,collection_system,filt_sys,sample_depth_m,latitude,longitude,filt_material,filter_type,filter_pore_size_u,cruise_program,sst,ssta,sla_sla,sla_u,sla_v,chl_prod,sla_eke,is_field_control,is_lab_control
P3_B6,NA,NA,NA,NA,NA,NA,NA,,NA,PES,Hollow_Membrane,0.45,IYS_2022,NA,NA,NA,NA,NA,NA,NA,No ,Yes
P3_D3,NA,NA,NA,NA,NA,NA,NA,,NA,PES,Hollow_Membrane,0.45,IYS_2022,NA,NA,NA,NA,NA,NA,NA,No ,Yes
P3_E8,NA,NA,NA,NA,NA,NA,NA,,NA,PES,Hollow_Membrane,0.45,IYS_2022,NA,NA,NA,NA,NA,NA,NA,No ,Yes
P3_G1,NA,NA,NA,NA,NA,NA,NA,,NA,PES,Hollow_Membrane,0.45,IYS_2022,NA,NA,NA,NA,NA,NA,NA,No ,Yes
P4_B8,NA,NA,NA,NA,NA,NA,NA,,NA,PES,Hollow_Membrane,0.45,IYS_2022,NA,NA,NA,NA,NA,NA,NA,No ,Yes
P4_D9,NA,NA,NA,NA,NA,NA,NA,,NA,PES,Hollow_Membrane,0.45,IYS_2022,NA,NA,NA,NA,NA,NA,NA,No ,Yes
P6_F12,NA,NA,NA,NA,NA,NA,NA,,NA,PES,Hollow_Membrane,0.45,IYS_2022,NA,NA,NA,NA,NA,NA,NA,No ,Yes
P6_G7,NA,NA,NA,NA,NA,NA,NA,,NA,PES,Hollow_Membrane,0.45,IYS_2022,NA,NA,NA,NA,NA,NA,NA,No ,Yes
P6_A10,NA,NA,NA,NA,NA,NA,NA,,NA,PES,Hollow_Membrane,0.45,IYS_2022,NA,NA,NA,NA,NA,NA,NA,No ,Yes
P6_D4,NA,NA,NA,NA,NA,NA,NA,,NA,PES,Hollow_Membrane,0.45,IYS_2022,NA,NA,NA,NA,NA,NA,NA,No ,Yes
P5_B1,NA,NA,NA,NA,NA,NA,NA,,NA,PES,Hollow_Membrane,0.45,IYS_2022,NA,NA,NA,NA,NA,NA,NA,No ,Yes
